RISK_ID,SEARCH_TERM_ID,GOOGLE_INDEX,TITLE,LINK,PUBLISHED_DATE,SUMMARY,KEYWORDS,SENTIMENT_COMPOUND,SENTIMENT,SOURCE,SOURCE_URL,PAYWALLED,CREDIBILITY_TYPE,QUALITY_SCORE,SCORE_RELEVANCE,SCORE_RECENCY,SCORE_LENGTH_150,SCORE_LENGTH_500,SCORE_WHITELIST_BONUS,SCORE_CLICKBAIT_PENALTY
2,7,54,Drug Supply Chain Reliability Assessment Programs - Margolis Institute for Health Policy,https://healthpolicy.duke.edu/publications/drug-supply-chain-reliability-assessment-programs,2025-10-20 09:38:00,"Drug shortages, which most frequently affect low-priced generic drugs, often have devastating impacts on U.S. patients. The U.S. market for already-inexpensive generic drugs, which make up a small fraction of U.S. drug spending, often emphasizes achieving the lowest price at a point in time over ensuring reliable drug availability over time. While limiting costs should remain important, low-cost generic drugs do not benefit patients if they are not available. Policymakers and supply chain actors","reliable drug, drug availability, supply chains, chain reliability, fda quality",-0.7952,Negative,duke,https://healthpolicy.duke.edu/publications/drug-supply-chain-reliability-assessment-programs,False,Relevant Article,2,1,1,0,0,0,0
2,7,82,Impact on JLR supply chain might last months - chief executive - BBC,https://www.bbc.com/news/articles/c77dmyeze40o,2025-10-20 09:38:00,"'Impact on JLR supply chain might last months'

Chief executive of Coventry and Warwickshire Chamber of Commerce Corin Crane said replies to a survey it carried out indicated one in six businesses were already making redundancies with others putting workers on zero-hour contracts.

At the weekend it emerged the government will underwrite a £1.5bn loan guarantee to the company in a bid to support its suppliers.

JLR has said it would resume some production in the ""coming days"" after a cyber-attac","jlr supply, jlr uk, suppliers jlr, work jlr, chain jlr",0.5719,Positive,bbc,https://www.bbc.com/news/articles/c77dmyeze40o,False,Mainstream,2,1,1,0,0,0,0
2,7,67,Western companies warn of China rare-earth supply chain chaos - Financial Times,https://www.ft.com/content/55322307-739c-4915-96f6-9f059b460975,2025-10-20 09:38:00,"JavaScript is disabled in your browser. Please enable JavaScript to proceed.

A required part of this site couldn’t load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a different browser.","javascript disabled, couldn load, enable javascript, load browser, issues browser",-0.128,Negative,ft,https://www.ft.com/content/55322307-739c-4915-96f6-9f059b460975,True,Mainstream,2,1,1,0,0,0,0
2,7,73,"New Hopkins dashboard sheds light on drug supply chain - Johns Hopkins in Washington, D.C.",https://washingtondc.jhu.edu/news/hopkins-drug-supply-chain-dashboard/,2025-10-20 09:38:00,"How a new Hopkins drug supply chain dashboard can help tackle U.S. drug shortages

The Pharmaceutical Supply Chain Dashboard is the first of its kind to track drug production, shortage history, and shortage risk factors. Here’s how policymakers can use the data to help strengthen drug supply chain resilience.

Contributors Mariana Socal Associate professor at the Johns Hopkins Bloomberg School of Public Health Expertise: Pharmaceutical policy, pharmaceutical supply chains, drug pricing About Mar","pharmaceutical supply, shortages pharmaceutical, policy pharmaceutical, pharmaceutical policy, supply drug",0.6597,Positive,washingtondc,https://washingtondc.jhu.edu/news/hopkins-drug-supply-chain-dashboard/,False,Relevant Article,2,1,1,0,0,0,0
2,7,76,Evolving Enterprise Defense to Secure the Modern AI Supply Chain - The Hacker News,https://thehackernews.com/2025/09/evolving-enterprise-defense-to-secure.html,2025-10-20 09:38:00,"The world of enterprise technology is undergoing a dramatic shift. Gen-AI adoption is accelerating at an unprecedented pace, and SaaS vendors are embedding powerful LLMs directly into their platforms. Organizations are embracing AI-powered applications across every function, from marketing and development to finance and HR. This transformation unlocks innovation and efficiency, but it also introduces new risks. Enterprises must balance the promise of AI with the responsibility to protect their d","ai security, securing ai, risks ai, ai risks, secure ai",0.8442,Positive,thehackernews,https://thehackernews.com/2025/09/evolving-enterprise-defense-to-secure.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,84,Supply Chain News Roundup: Truck Tariffs and More - ISM,https://www.ismworld.org/supply-management-news-and-reports/news-publications/inside-supply-management-magazine/blog/2025/2025-10/supply-chain-news-roundup-truck-tariffs-and-more/,2025-10-20 09:38:00,"Among the latest in tariffs: The Trump administration has announced a 25 percent tariff on imported medium- and heavy-duty trucks that is set to start November 1. Delivery trucks, school buses, garbage trucks, transit vehicles and semi-trucks are some of the types of vehicles impacted.

The move is a continuation of President Donald Trump’s push to bring manufacturing back to the U.S. and protect American industries and business. It is expected to benefit such manufacturers as Peterbilt and Kenw","tariffs trump, latest tariffs, tariffs imports, tariffs, tariffs said",0.6808,Positive,ismworld,https://www.ismworld.org/supply-management-news-and-reports/news-publications/inside-supply-management-magazine/blog/2025/2025-10/supply-chain-news-roundup-truck-tariffs-and-more/,False,Relevant Article,2,1,1,0,0,0,0
2,7,40,"Improving the Food Supply Chain Through Recalls, Traceability and Regulation - ISM",https://www.ismworld.org/supply-management-news-and-reports/news-publications/inside-supply-management-magazine/blog/2025/2025-10/improving-the-food-supply-chain-through-recalls-traceability-and-regulation/,2025-10-20 09:37:00,"In early October, several types of pasta salad from certain groceries were recalled due to potential listeria monocytogenes contamination. In addition to contamination, foods are recalled for a variety of other reasons including undeclared allergens and mislabeling.

GS1 US, a not-for-profit, global data standards organization based in Ewing Township, New Jersey, commissioned a consumer survey that found that while 93 percent of Americans are concerned about the frequency about food recalls, 85 ","foods recalled, food recalls, food recall, groceries recalled, food traceability",0.5994,Positive,ismworld,https://www.ismworld.org/supply-management-news-and-reports/news-publications/inside-supply-management-magazine/blog/2025/2025-10/improving-the-food-supply-chain-through-recalls-traceability-and-regulation/,False,Relevant Article,2,1,1,0,0,0,0
2,7,35,"Shepherdsville supply chain company to close, 117 jobs lost before year-end - WDRB",https://www.wdrb.com/news/business/shepherdsville-supply-chain-company-to-close-117-jobs-lost-before-year-end/article_e1defed4-1849-4cfe-81f1-813a9d9c4118.html,2025-10-20 09:37:00,"Pictured: this image grab taken from video shows the HJI Supply Chain logo on its facility at 548 Cedar Grove Road in Shepherdsville, Ky, that's scheduled to close by the end of 2025. (WDRB image)","hji supply, shows hji, hji, logo facility, chain logo",-0.3182,Negative,wdrb,https://www.wdrb.com/news/business/shepherdsville-supply-chain-company-to-close-117-jobs-lost-before-year-end/article_e1defed4-1849-4cfe-81f1-813a9d9c4118.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,32,The World’s Chip Supply Chain Is Bracing for Fallout From China’s Rare-Earth Curbs - Yahoo Finance,https://finance.yahoo.com/news/world-chip-supply-chain-bracing-204724990.html,2025-10-20 09:37:00,"Businesses across the global semiconductor supply chain are bracing themselves for disruptions from an escalating trade war, after China imposed curbs on rare-earth mineral exports and the US responded with additional tariffs and restrictions on software sales to the Asian nation.

China’s restrictions, the most targeted move yet to limit supplies of rare-earth materials, represent the first major attempt by Beijing to exercise long-arm jurisdiction over foreign companies to target the semicondu","tariff china, additional tariffs, china worried, tariffs restrictions, china export",-0.765,Negative,yahoo,https://finance.yahoo.com/news/world-chip-supply-chain-bracing-204724990.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,31,Over 100 VS Code Extensions Exposed Developers to Hidden Supply Chain Risks - The Hacker News,https://thehackernews.com/2025/10/over-100-vs-code-extensions-exposed.html,2025-10-20 09:37:00,"New research has uncovered that publishers of over 100 Visual Studio Code (VS Code) extensions leaked access tokens that could be exploited by bad actors to update the extensions, posing a critical software supply chain risk.

""A leaked VSCode Marketplace or Open VSX PAT [personal access token] allows an attacker to directly distribute a malicious extension update across the entire install base,"" Wiz security researcher Rami McCarthy said in a report shared with The Hacker News. ""An attacker who","leaked vscode, developers secrets, vsx threat, extensions leaked, vscode marketplace",-0.9612,Negative,thehackernews,https://thehackernews.com/2025/10/over-100-vs-code-extensions-exposed.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,30,GitHub Mandates 2FA and Short-Lived Tokens to Strengthen npm Supply Chain Security - The Hacker News,https://thehackernews.com/2025/09/github-mandates-2fa-and-short-lived.html,2025-10-20 09:37:00,"GitHub on Monday announced that it will be changing its authentication and publishing options ""in the near future"" in response to a recent wave of supply chain attacks targeting the npm ecosystem, including the Shai-Hulud attack.

This includes steps to address threats posed by token abuse and self-replicating malware by allowing local publishing with required two-factor authentication (2FA), granular tokens that will have a limited lifetime of seven days, and trusted publishing, which enables t","trusted publishing, oidc trusted, authenticating publish, securely publish, authentication publishing",-0.7964,Negative,thehackernews,https://thehackernews.com/2025/09/github-mandates-2fa-and-short-lived.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,27,"Asian firms shift investment towards Europe in supply chain 'realignment', ING says - Yahoo Finance",https://finance.yahoo.com/news/asian-firms-shift-investment-towards-093000203.html,2025-10-20 09:37:00,"Asian companies, particularly those in China, are undergoing a structural transformation in their supply chains, with many redirecting investments towards Europe amid a decoupling from the US, according to a senior banker at ING.

As Washington continues to negotiate with trade partners, companies active in the region - both local and international - recognised the need to diversify their supply chains, said Uday Sareen, CEO and head of wholesale banking for Asia-Pacific at the Dutch bank.

""We ","asian firms, asian companies, region tariff, international corporations, chinese investments",0.4019,Positive,yahoo,https://finance.yahoo.com/news/asian-firms-shift-investment-towards-093000203.html,False,Relevant Article,2,1,1,0,0,0,0
2,7,26,Threat-Informed TPRM: A New Standard for Supply Chain Security - Bitsight,https://www.bitsight.com/blog/supply-chain-security-now-needs-threat-informed-tprm,2025-10-20 09:37:00,"Third-party attacks: A growing threat

Third-party attacks have emerged as one of the most critical threats in the modern cyber landscape. Adversaries increasingly exploit vulnerabilities within external vendors, suppliers, contractors, and service providers to gain indirect access to target organizations, often with severe consequences. These breaches can lead to significant data loss, operational disruption, regulatory penalties, and reputational damage. As a result, third-party risk managemen","data breaches, cyber threat, backdoor enterprise, defense vulnerabilities, security",-0.9651,Negative,bitsight,https://www.bitsight.com/blog/supply-chain-security-now-needs-threat-informed-tprm,False,Relevant Article,2,1,1,0,0,0,0
2,7,14,Massive Malicious NPM Package Attack Threatens Software Supply Chains - Recorded Future,https://www.recordedfuture.com/blog/massive-malicious-npm-package-attack-threatens-software-supply-chains,2025-10-20 09:37:00,"In mid-September, cybersecurity researchers uncovered a self-propagating malware called “Shai-Hulud”, which is involved in a large-scale supply chain attack targeting a tool that helps manage JavaScript packages and dependencies. This attack leverages malicious Node Package Manager (NPM) packages planted in the NPM ecosystem used by millions of software developers worldwide. As of this writing, the ongoing attack has affected more than 700 packages, including high-profile CrowdStrike packages.

","repositories malicious, malicious shai, compromised repositories, deploying malware, propagating malware",-0.9263,Negative,recordedfuture,https://www.recordedfuture.com/blog/massive-malicious-npm-package-attack-threatens-software-supply-chains,False,Relevant Article,2,1,1,0,0,0,0
2,7,11,PVH Corp. Names Chief Supply Chain Officer and Global Head of Operations - PVH,https://www.pvh.com/news/press-releases/pvh-corp-names-chief-supply-chain-officer-and-global-head-of-operations,2025-10-20 09:37:00,"NEW YORK --(BUSINESS WIRE)--Oct. 8, 2025-- PVH Corp. (NYSE:PVH) today announced the appointment of Patricia Gabriel as Chief Supply Chain Officer and Global Head of Operations. She will succeed David Savman, who will be fully dedicated to his role as Global Brand President, Calvin Klein . Gabriel will join the company in the fourth quarter and report directly to Stefan Larsson , CEO of PVH Corp.

This press release features multimedia. View the full release here: https://www.businesswire.com/new","ceo pvh, pvh corp, corp pvh, nyse pvh, corp nyse",0.8268,Positive,pvh,https://www.pvh.com/news/press-releases/pvh-corp-names-chief-supply-chain-officer-and-global-head-of-operations,False,Relevant Article,2,1,1,0,0,0,0
2,7,2,Report: Sustainability in supply chains is still a firm-level priority - MIT News,https://news.mit.edu/2025/report-sustainability-supply-chains-still-firm-level-priority-1006,2025-10-20 09:36:00,"Corporations are actively seeking sustainability advances in their supply chains — but many need to improve the business metrics they use in this area to realize more progress, according to a new report by MIT researchers.

During a time of shifting policies globally and continued economic uncertainty, the survey-based report finds 85 percent of companies say they are continuing supply chain sustainability practices at the same level as in recent years, or are increasing those efforts.

“What we","sustainability supply, chain sustainability, sustainable supply, business sustainability, corporate sustainability",0.7607,Positive,news,https://news.mit.edu/2025/report-sustainability-supply-chains-still-firm-level-priority-1006,False,Relevant Article,2,1,1,0,0,0,0
2,7,3,Steve Bodily joins Duke University Health System as Chief Supply Chain Officer - Duke Today,https://today.duke.edu/2025/10/steve-bodily-joins-duke-university-health-system-chief-supply-chain-officer,2025-10-20 09:36:00,"Published October 8, 2025 All Meta Tags HR Staff Steve Bodily joined Duke University Health System as Chief Supply Chain Officer, effective October 1, 2025. In his new role, Steve will lead all strategic and operational aspects of Supply Chain and Procurement for Duke. He will jointly report to Rachel Satterfield, Duke’s Vice President of Finance and Treasurer and Lisa Goodlett, Health System’s Senior Vice President, Chief Financial Officer and Treasurer. Steve brings more than two decades of ex","supply chain, chain healthcare, procurement duke, chief supply, leading supply",0.6249,Positive,duke,https://today.duke.edu/2025/10/steve-bodily-joins-duke-university-health-system-chief-supply-chain-officer,False,Relevant Article,2,1,1,0,0,0,0
1,6,77,"Stocks keep soaring, but economists don’t think it creates a risk of financial crisis - MarketWatch",https://www.marketwatch.com/story/stocks-keep-soaring-but-economists-dont-think-it-creates-a-risk-of-financial-crisis-14489ef3?gaa_at=eafs&gaa_n=AWEtsqdLnaB0apeErk2MDjMmcmekodHt8yzwMT87iYT7yKZqSn9l5wn5EmF7&gaa_ts=68f603dc&gaa_sig=uWQgZZLRXmoyhwbK_4lhZDJZK7S4GhkQyd4gqLe4DtADEWenyRdNyygQ93XwJful2y5SNbw3jEfXUN02NQy4Xw%3D%3D,2025-10-20 09:32:00,"Worries of a rising AI bubble in the stock market, leading to a financial crisis like the one seen in 2008-09, are misplaced, experts said.

While valuations are stretched, particularly for tech stocks, it doesn’t necessarily mean there will be a selloff, said Tobias Adrian, director of the IMF’s money and capital-markets division.","bubble stock, ai bubble, stock market, capital markets, tech stocks",-0.9294,Negative,marketwatch,https://www.marketwatch.com/story/stocks-keep-soaring-but-economists-dont-think-it-creates-a-risk-of-financial-crisis-14489ef3?gaa_at=eafs&gaa_n=AWEtsqdLnaB0apeErk2MDjMmcmekodHt8yzwMT87iYT7yKZqSn9l5wn5EmF7&gaa_ts=68f603dc&gaa_sig=uWQgZZLRXmoyhwbK_4lhZDJZK7S4GhkQyd4gqLe4DtADEWenyRdNyygQ93XwJful2y5SNbw3jEfXUN02NQy4Xw%3D%3D,False,Relevant Article,2,1,1,0,0,0,0
1,6,25,Treasury Secretary Bessent unveils $20 billion ‘bazooka’ to try to stem Argentina’s financial crisis - MarketWatch,https://www.marketwatch.com/story/treasury-secretary-bessent-unveils-20-billion-bazooka-to-try-to-stem-argentinas-financial-crisis-3d40a045?gaa_at=eafs&gaa_n=AWEtsqcpNc7WkNDpfjwnrEJIZXmpJYvJ8MjRtsdkIKaG10aJcGBK6UcVwYUX&gaa_ts=68f603dc&gaa_sig=rxrZoBl7rMwsUaZC7yQZWVpt3BXoIJBfnuNY6fj5PYQwVbW0eiJhKAn_o9jZTz5P41s9vj7J9u5hKPvQvUs1zg%3D%3D,2025-10-20 09:30:00,"(From left) Treasury Secretary Scott Bessent, Secretary of State Marco Rubio and U.S. Ambassador to the U.N. Michael Waltz listen as President Donald Trump delivers remarks to the United Nations General Assembly on Wednesday.

Treasury Secretary Scott Bessent on Wednesday gave more details on how the White House plans to use government funds to help embattled Argentina President Javier Milei.

Earlier this week, Bessent labeled Argentina a “systemically important ally” and said all options were ","treasury secretary, argentina president, bessent secretary, argentine financial, rubio ambassador",0.6808,Positive,marketwatch,https://www.marketwatch.com/story/treasury-secretary-bessent-unveils-20-billion-bazooka-to-try-to-stem-argentinas-financial-crisis-3d40a045?gaa_at=eafs&gaa_n=AWEtsqcpNc7WkNDpfjwnrEJIZXmpJYvJ8MjRtsdkIKaG10aJcGBK6UcVwYUX&gaa_ts=68f603dc&gaa_sig=rxrZoBl7rMwsUaZC7yQZWVpt3BXoIJBfnuNY6fj5PYQwVbW0eiJhKAn_o9jZTz5P41s9vj7J9u5hKPvQvUs1zg%3D%3D,False,Relevant Article,2,1,1,0,0,0,0
1,6,4,Today’s Economic Deregulation Repeats the Faults of the 2008 Financial Crisis - Consumer Federation of America,https://consumerfed.org/press_release/todays-economic-deregulation-repeats-the-faults-of-the-2008-financial-crisis/,2025-10-20 09:30:00,"WASHINGTON, D.C. – The Consumer Federation of America (CFA) released a new report, ­The United States of Amnesia: Forgotten Lessons from the 2008 Financial Crisis, highlighting how the current deregulation of Buy Now Pay Later, Payment Apps, and Crypto currencies mirror the light-touch regulatory regime of non-bank mortgage lenders in the years leading up to the 2008 financial crisis.

“The deliberate dismantling of regulatory safeguards in fintech, payments, and stablecoins shows a collective r","financial crisis, safeguards fintech, 2008 financial, financial stability, mistakes financial",-0.926,Negative,consumerfed,https://consumerfed.org/press_release/todays-economic-deregulation-repeats-the-faults-of-the-2008-financial-crisis/,False,Relevant Article,2,1,1,0,0,0,0
1,5,99,"Fed's Miran downplays impact of Trump’s tariffs on growth, inflation - Fox Business",https://www.foxbusiness.com/politics/feds-miran-downplays-impact-trumps-tariffs-growth-inflation,2025-10-20 09:26:00,"Federal Reserve Governor Stephen Miran downplayed the economic impact of President Donald Trump's sweeping trade measures, saying there’s little evidence the new tariffs are weighing on growth or stoking inflation.

Miran, who spoke at Semafor’s World Economy Summit on Thursday, said there have been ""no real material signs of growth drags, no real material signs of an inflation spike.""

Pressed on whether consumers would end up paying more as companies pass along higher costs, Miran maintained t","trump tariffs, new tariffs, tariffs, tariffs longer, tariffs says",0.5994,Positive,foxbusiness,https://www.foxbusiness.com/politics/feds-miran-downplays-impact-trumps-tariffs-growth-inflation,False,Relevant Article,2,1,1,0,0,0,0
1,5,77,"What to Expect in Markets This Week: CPI Inflation Data; Tesla, Netflix, Intel Earnings - Investopedia",https://www.investopedia.com/what-to-expect-in-markets-this-week-cpi-inflation-data-tesla-netflix-intel-earnings-11831225,2025-10-20 09:25:00,"Trade is the talk of the town this week.

Investors will be watching for updates on trade policy ahead of a scheduled meeting between President Donald Trump and China's Xi Jinping, as well as a highly anticipated inflation reading, after a volatile week of trading marked by worries about bad loans at regional banks.

Friday’s release of the Consumer Price Index for September, delayed by the government shutdown, is likely the last major piece of data the Federal Reserve will receive before its in","earnings tesla, reports tesla, tesla intel, tesla scheduled, automakers tesla",-0.7269,Negative,investopedia,https://www.investopedia.com/what-to-expect-in-markets-this-week-cpi-inflation-data-tesla-netflix-intel-earnings-11831225,False,Relevant Article,2,1,1,0,0,0,0
1,5,76,Why Has Inflation Been Lower in Detroit Than in the U.S. Overall Recently? - Chicago - Federal Reserve Bank,https://www.chicagofed.org/publications/chicago-fed-insights/2025/detroit-inflation,2025-10-20 09:25:00,"The U.S. Bureau of Labor Statistics’ (BLS) Consumer Price Index (CPI) data include inflation information on several metropolitan areas across the country, including Detroit’s. In this article, I explore how Detroit’s inflation reading has compared with the nation’s recently and investigate why inflation in the Motor City metro area is lower now, although it had been higher throughout most of the period since 2021. This article is similar to my previous analysis comparing Chicago and U.S. inflati","detroit inflation, inflation detroit, detroit cpi, cpi detroit, inflation chicago",-0.5267,Negative,chicagofed,https://www.chicagofed.org/publications/chicago-fed-insights/2025/detroit-inflation,False,Relevant Article,2,1,1,0,0,0,0
1,5,74,Shutdown Will Delay Inflation Data Until Oct. 24. Here’s What Alternative Estimates Say. - Barron's,https://www.barrons.com/articles/cpi-inflation-estimates-cleveland-fed-bls-53a96781?gaa_at=eafs&gaa_n=AWEtsqdbkj-rTzVOlJlqKjdAwFlzuds3M0SVQC_dPUN5XN180ztpsjZXfnWg&gaa_ts=68f60275&gaa_sig=e0haLY51RRC35gwREIoFUKUgoXxIICR8JRe191DIYfFtrr3CEV5vZU1aNmKsLLdL6AcY7zbjXJO-AElQvq1RQQ%3D%3D,2025-10-20 09:25:00,"This copy is for your personal, non-commercial use only. Distribution and use of this material are governed by our Subscriber Agreement and by copyright law. For non-personal use or to order multiple copies, please contact Dow Jones Reprints at 1-800-843-0008 or visit www.djreprints.com.","djreprints com, www djreprints, jones reprints, djreprints, reprints 800",0.4939,Positive,barrons,https://www.barrons.com/articles/cpi-inflation-estimates-cleveland-fed-bls-53a96781?gaa_at=eafs&gaa_n=AWEtsqdbkj-rTzVOlJlqKjdAwFlzuds3M0SVQC_dPUN5XN180ztpsjZXfnWg&gaa_ts=68f60275&gaa_sig=e0haLY51RRC35gwREIoFUKUgoXxIICR8JRe191DIYfFtrr3CEV5vZU1aNmKsLLdL6AcY7zbjXJO-AElQvq1RQQ%3D%3D,False,Relevant Article,2,1,1,0,0,0,0
1,5,55,Opinion: Gold will not protect you from inflation - MarketWatch,https://www.marketwatch.com/story/gold-will-not-protect-you-from-inflation-feafefa8?gaa_at=eafs&gaa_n=AWEtsqd7SJ2L3Rz9eqrNT3ZTDfQZFp1d2rgryrZ8i61M0twi5wom46lkcfJp&gaa_ts=68f60275&gaa_sig=_GzOmrsZubTImTUE8TsBqrCFLYymG_O27i34dgxZhOSVPUyK6MINUEfM5tWu-iZBJoyD8wOBCSFJ20c1oiicGA%3D%3D,2025-10-20 09:25:00,"Gold is a currency that isn’t controlled or issued by any government. It’s been a better investment over many years than U.S. Treasury bonds. Its price has held up remarkably well in many financial panics. It’s absolutely terrific for money laundering.

But does it protect you from inflation, as so many seem to argue?","gold currency, protect inflation, gold, currency, currency isn",0.459,Positive,marketwatch,https://www.marketwatch.com/story/gold-will-not-protect-you-from-inflation-feafefa8?gaa_at=eafs&gaa_n=AWEtsqd7SJ2L3Rz9eqrNT3ZTDfQZFp1d2rgryrZ8i61M0twi5wom46lkcfJp&gaa_ts=68f60275&gaa_sig=_GzOmrsZubTImTUE8TsBqrCFLYymG_O27i34dgxZhOSVPUyK6MINUEfM5tWu-iZBJoyD8wOBCSFJ20c1oiicGA%3D%3D,False,Relevant Article,2,1,1,0,0,0,0
1,5,41,What To Expect In Next Week's Inflation Report - Investopedia,https://www.investopedia.com/what-to-expect-in-fridays-cpi-inflation-report-11831873,2025-10-20 09:25:00,"Key Takeaways The Consumer Price Index likely rose 3.1% over the year in September, according to forecasters.



That would be the highest inflation in nearly a year and a half, which would underscore how tariffs have pushed up inflation that had been decelerating before President Donald Trump imposed double-digit import taxes.



The Federal Reserve is likely to cut interest rates despite rising inflation, due to concern about the job market losing steam.



Inflation likely rose to a 17-month ","inflation rate, rising inflation, economy inflation, inflation likely, higher inflation",-0.25,Negative,investopedia,https://www.investopedia.com/what-to-expect-in-fridays-cpi-inflation-report-11831873,False,Relevant Article,2,1,1,0,0,0,0
1,4,93,Here's Why We Think IGB Commercial Real Estate Investment Trust (KLSE:IGBCR) Might Deserve Your Attention Today - Yahoo Finance,https://finance.yahoo.com/news/heres-why-think-igb-commercial-021606211.html,2025-10-20 09:20:00,"It's common for many investors, especially those who are inexperienced, to buy shares in companies with a good story even if these companies are loss-making. Unfortunately, these high risk investments often have little probability of ever paying off, and many investors pay a price to learn their lesson. While a well funded company may sustain losses for years, it will need to generate a profit eventually, or else investors will move on and the company will wither away.

If this kind of company i","investment trust, risk investments, investment, investing worth, investing",0.7003,Positive,yahoo,https://finance.yahoo.com/news/heres-why-think-igb-commercial-021606211.html,False,Relevant Article,2,1,1,0,0,0,0
1,4,92,Ares Commercial Real Estate (NYSE:ACRE) Expands Lending Reach - Kalkine Media,https://kalkinemedia.com/us/stocks/infrastructure-and-real-estate/ares-commercial-real-estate-nyseacre-expands-lending-reach,2025-10-20 09:20:00,"Disclaimer

The content, including but not limited to any articles, news, quotes, information, data, text, reports, ratings, opinions, images, photos, graphics, graphs, charts, animations and video (Content) is a service of Kalkine Media LLC (Kalkine Media, we or us) and is available for personal and non-commercial use only. The principal purpose of the Content is to educate and inform. The Content does not contain or imply any recommendation or opinion intended to influence your financial decis","kalkine media, investments kalkine, llc kalkine, service kalkine, owner kalkine",0.3069,Positive,kalkinemedia,https://kalkinemedia.com/us/stocks/infrastructure-and-real-estate/ares-commercial-real-estate-nyseacre-expands-lending-reach,False,Relevant Article,2,1,1,0,0,0,0
1,5,61,UK September CPI Preview: Has Inflation Hit 4%? - Morningstar Canada,https://global.morningstar.com/en-gb/economy/uk-september-cpi-preview-has-inflation-hit-4,2025-10-20 08:02:00,"Key Takeaways

Bank of England will have to write to Chancellor Rachel Reeves if CPI is double the official target.

UK inflation is expected to drop into 2026 and beyond.

CPI components like food and energy are expected to be higher than in September 2024.

UK inflation is expected to have risen to 4% when September data is released by the Office for National Statistics on Oct. 22.

That would represent a rise in the consumer prices index from the 3.8% rate seen in August and would be double t","uk inflation, inflation uk, latest inflation, inflation rising, cpi inflation",0.3612,Positive,morningstar,https://global.morningstar.com/en-gb/economy/uk-september-cpi-preview-has-inflation-hit-4,False,Relevant Article,2,1,1,0,0,0,0
1,3,43,Ethereum Treasury News: Bitmine (BMNR) Gains on $800M ETH Purchase - CoinDesk,https://www.coindesk.com/business/2025/10/20/tom-lee-s-bitmine-immersion-adds-usd800m-of-ether-bringing-eth-holdings-over-usd13b,2025-10-20 00:00:00,"BitMine Immersion Technologies (BMNR), the Ethereum-focused digital asset treasury company led by Fundstrat's Thomas Lee, extended its ether ETH $ 3,859.24 buying streak purchasing over 200,000 tokens, roughly $800 million, through last week.

After the latest purchase, the company held $13.4 billion in combined crypto, equity and cash assets as of Sunday evening, it said in a press release. That includes over $219 million in unencumbered cash, 192 bitcoin BTC $ 107,969.08 and a $119 million equ","bitmine holdings, bitmine stock, billion eth, million tokens, holdings bmnr",0.802,Positive,coindesk,https://www.coindesk.com/business/2025/10/20/tom-lee-s-bitmine-immersion-adds-usd800m-of-ether-bringing-eth-holdings-over-usd13b,False,Relevant Article,1,0,1,0,0,0,0
2,7,99,Reshoring Is Supply Chain Flexibility - Practical Ecommerce,https://www.practicalecommerce.com/reshoring-is-supply-chain-flexibility,2025-10-19 12:08:00,"Putting aside supplier selection and tariffs, returning select manufacturing to one’s own country could benefit a business and the broader domestic economy.

Reshoring is neither nationalist nor nostalgic. It is pragmatic. After decades of chasing the lowest overseas bids, many merchants are discovering the advantages of producing goods closer to home.

Walmart

Even Walmart is emphasizing U.S.-based manufacturing.

At its 12th annual Open Call event this month, Walmart invited more than 500 ent","production walmart, tariffs walmart, walmart executives, walmart approach, american manufacturing",0.6486,Positive,practicalecommerce,https://www.practicalecommerce.com/reshoring-is-supply-chain-flexibility,False,Relevant Article,2,1,1,0,0,0,0
1,3,55,BitMine’s $1.5B Ether Haul Challenges DAT Bubble Gloom - CoinChapter,https://coinchapter.com/bitmines-1-5b-ether-haul-challenges-dat-bubble-gloom/,2025-10-19 09:01:00,"BitMine Immersion Technologies added 379,271 Ether (ETH) worth almost $1.5 billion after last weekend’s market crash. The Ether treasury buildup came in three purchases: 202,037 ETH after the weekend crash, 104,336 ETH on Thursday, and 72,898 ETH on Saturday. Arkham Intelligence and BMNR Bullz surfaced the transactions. BitMine has not confirmed them yet.

The Ether treasury held by BitMine now exceeds 3 million ETH, or about 2.5% of the total supply. At reported marks, that stake equals about $","ether treasury, bitmine ether, bitmine ethereum, eth worth, billion ether",-0.2732,Negative,coinchapter,https://coinchapter.com/bitmines-1-5b-ether-haul-challenges-dat-bubble-gloom/,False,Relevant Article,1,0,1,0,0,0,0
